30602,29706,1488
72663,71888,1637
72663,74434,509
72663,75159,667
140524,139716,1396
140524,142835,589
234106,45370,1721
234106,235202,689
297286,108435,1543
297286,112558,1057
388266,199515,1448
388266,201949,760
388266,203737,1419
413547,224955,1372
443178,194774,1151
443178,256338,766
443178,257703,1174
454956,182593,1567
454956,210517,1494
465635,172267,1282
465635,195313,829
543158,249878,1310
543158,253155,966
562395,268633,1688
562395,270843,549
562395,273267,922
588816,241323,1461
662416,167812,1727
662416,317052,562
662416,318870,1469
718994,224565,1452
718994,227761,603
743033,199562,1561
743033,251145,717
807107,135920,1141
807107,266923,1452
872785,201348,1386
872785,203280,747
872785,205524,1839
938401,266824,1882
993970,322806,1249
993970,325046,793
993970,326530,718
1027976,287861,1624
1027976,359639,1526
1073388,333643,1073
1073388,335377,700
1150926,411140,1459
1150926,414342,1148
1237420,497353,1621
1237420,499850,989
1237420,500641,1581
1330892,403140,1571
1351563,423584,1913
1351563,425654,666
1351563,426778,879
1422806,494908,1694
1422806,499531,1617
1493464,565948,1188
1493464,568269,979
1545456,512993,1707
1545456,621808,1656
1584867,473795,1255
1584867,554830,917
1584867,556747,1650
1630261,519435,1329
1651476,540161,1759
1651476,543132,550
1651476,544084,1270
1685215,574214,1277
1685215,577834,1865
1767486,491257,1309
1767486,659026,921
1814827,538745,1088
1814827,542069,963
1879097,603051,1395
1879097,604853,543
1879097,606418,639
1923051,647000,1091
2010687,558435,1730
2010687,736756,779
2010687,738392,630
2061440,609326,1679
2061440,613321,1109
2115535,663692,1141
2115535,665520,602
2145593,693556,1528
2145593,697718,1336
2245577,592984,1433
2245577,796077,676
2245577,797363,603
2294697,641936,1446
2380873,555062,1342
2380873,730357,872
2380873,732389,1404
2412398,586339,1722
2412398,591046,727
2435042,562774,1457
2435042,611900,878
2452250,545810,1415
2452250,584621,1504
2474041,567474,1643
2474041,570012,797
2474041,570988,586
2511794,605190,1746
2593508,686964,1724
2593508,688889,832
2593508,690302,1604
2656730,622764,1528
2656730,754348,1958
2750673,528876,1649
2750673,719532,791
2775047,553621,1386
2775047,556985,893
2817980,596488,1266
2817980,598709,511
2817980,600683,688
2878483,535004,1591
2915975,497575,1424
2915975,575290,881
2915975,576907,1578
2931933,513702,1255
2931933,517939,1055
2962885,544615,1733
2962885,547385,649
3045366,627163,1503
3045366,630180,1017
3100926,570710,1753
3100926,684828,933
3100926,685710,1603
3172840,642843,1253
3210569,680470,1694
3210569,682668,770
3210569,684749,1101
3248625,718430,1626
3248625,722578,1592
3260417,705902,1721
3260417,732495,620
3270475,715893,1660
3270475,719111,1522
3310296,755958,1228
3310296,757988,570
3310296,759190,993
3321953,767557,1190
3399819,688839,1672
3399819,847070,613
3399819,848947,1659
3486229,775118,1799
3486229,779175,1664
3555959,844936,1893
3555959,847118,676
3625447,774493,1793
3625447,918424,726
3685600,834756,1794
3685600,837593,663
3685600,838330,1960
3750246,899594,1495
3822682,826599,1455
3822682,973736,958
3822682,976202,1777
3886256,889818,1863
3886256,893725,714
3982679,986345,1383
3982679,988784,888
4071726,1075688,1096
4071726,1078971,1710
4139575,1006952,1516
4139575,1145136,595
4139575,1146587,1541
4174973,1042376,1563
4221754,1089492,1129
4221754,1091437,979
4221754,1093065,972
4274674,1035881,1414
4274674,1146039,1339
4337283,1098606,1474
4337283,1101064,554
4400428,1161444,1541
4400428,1165003,1532
4436029,1197174,1588
4436029,1199895,947
4436029,1200577,1169
4496708,1135689,1541
4533659,1172812,1483
4533659,1174865,510
4533659,1175831,1214
4630634,1269841,1462
4630634,1274114,1707
4666795,1305584,1775
4666795,1308423,560
4711284,1260273,1488
4711284,1354124,636
4808772,1357710,1775
4808772,1360392,524
4808772,1362277,1072
4906737,1455553,1605
4931800,1429572,1551
4931800,1483466,761
4931800,1484329,1356
5023958,1521914,1324
5023958,1525061,1269
5084255,1582096,1558
5084255,1584326,847
5178260,1487365,1622
5178260,1679499,1275
5255015,1563899,1834
5255015,1566688,772
5255015,1568101,1170
5329916,1488336,1163
5420517,1397815,1473
5420517,1580723,754
5420517,1583322,1614
5512317,1489635,1280
5512317,1493506,1271
5556250,1533387,1270
5556250,1535713,969
5602888,1580085,1211
5602888,1583682,1200
5672032,1510197,1340
5672032,1651389,978
5672032,1652205,607
5718901,1556984,1650
5748121,1527200,1161
5748121,1588079,808
5748121,1589592,1128
5790312,1569317,1458
5790312,1573603,567
5882922,1476124,1280
5882922,1663804,904
5964893,1393864,1800
5964893,1561663,1810
6043284,1472366,1471
6043284,1474836,920
6043284,1476416,669
6088354,1517671,1329
6106084,1535362,1204
6106084,1537521,517
6106084,1538948,1607
6132268,1508214,1473
6132268,1564729,1949
6178464,1554399,1860
6178464,1556435,720
6268161,1644540,1408
6268161,1647974,1681
6348491,1724429,1586
6348491,1727290,732
6348491,1728260,643
6437738,1634505,1666
6448540,1645425,1365
6448540,1647188,814
6448540,1649476,1411
6490195,1686881,1696
6490195,1690748,965
6535817,1732663,1483
6535817,1734587,676
6552523,1715310,1461
6552523,1752810,990
6584601,1747179,1534
6584601,1749318,849
6584601,1750604,1745
6600295,1762749,1643
6625472,1788375,1459
6625472,1790072,852
6625472,1791506,1021
6705020,1708231,1248
6705020,1872274,1910
6798794,1801775,1566
6798794,1803910,511
6881927,1885006,1255
6881927,1889062,635
6927472,1930369,1659
6927472,1932692,638
6927472,1933797,1538
7023360,1833725,1431
7100386,1756695,1354
7100386,1912967,735
7100386,1914893,1110
7180274,1836819,1148
7180274,1840316,806
7263556,1919842,1624
7263556,1921740,512
7338012,1994196,1846
7338012,1998516,1025
7357278,1974101,1349
7357278,2015928,842
7357278,2016880,1540
7416938,1914727,1118
7478671,1852649,1733
7478671,1978792,553
7478671,1980530,1143
7543410,1917734,1254
7543410,1921463,1656
7607248,1981496,1139
7607248,1983953,756
7700076,2074113,1802
7700076,2077365,1836
7757104,2016177,1751
7757104,2133783,875
7757104,2135851,1884
7771724,2000466,2687
