64,24,81
25,70,34
15,83,63
28,62,11
56,17,24
54,95,92
48,15,51
42,44,46
88,39,40
54,56,65
73,21,16
63,35,77
69,31,43
78,35,71
11,79,57
75,94,32
32,58,30
78,35,71
75,94,32
35,13,83
84,26,45
72,59,46
81,81,31
84,14,77
61,33,64
51,55,98
49,29,58
22,29,50
44,60,58
98,53,57
33,17,79
10,16,79
84,14,77
10,16,79
99,45,10
32,58,30
61,33,64
28,62,11
17,55,39
15,56,35
78,35,71
11,79,57
77,42,72
64,89,83
87,47,38
47,51,54
21,70,88
57,79,16
65,83,87
14,77,82
48,58,44
81,45,48
78,29,16
61,46,25
22,93,64
60,20,67
87,92,79
65,90,99
32,68,83
24,73,11
84,26,45
19,54,92
21,74,55
36,73,44
75,94,32
76,45,57
22,66,89
78,29,16
32,58,30
98,79,98
91,46,17
51,95,74
22,25,63
47,92,50
10,33,28
64,27,14
97,34,39
60,59,48
47,14,77
59,28,27
97,34,39
31,25,66
77,98,60
77,98,60
90,46,71
17,75,22
72,13,69
64,86,44
36,35,84
70,43,19
97,34,39
73,14,99
98,53,57
54,95,92
47,44,61
46,58,42
22,66,89
37,89,46
29,49,20
32,58,30
65,68,24
25,67,72
63,47,93
11,79,57
65,90,99
54,95,92
72,13,69
24,26,68
84,82,71
33,77,52
78,35,71
17,55,39
98,53,57
72,72,10
56,17,24
86,62,61
61,46,25
33,77,52
61,33,64
17,55,39
47,44,61
36,56,70
84,26,45
67,76,51
15,83,63
14,86,16
84,14,77
78,29,16
25,70,34
78,29,16
65,83,87
78,29,16
64,72,85
97,34,39
34,56,40
42,44,46
73,14,99
78,29,16
18,32,22
60,30,35
89,46,22
63,35,77
25,70,34
99,77,84
17,48,32
28,79,80
13,34,90
65,83,87
92,33,27
65,83,87
47,14,77
78,35,71
42,44,46
75,94,32
33,77,52
98,53,57
65,90,99
48,15,51
65,83,87
63,35,77
61,33,64
86,74,89
32,58,30
47,37,73
87,47,38
56,27,63
82,14,86
63,15,58
65,98,72
60,30,35
59,28,27
25,70,34
35,29,31
10,33,28
32,58,30
61,24,23
11,48,76
54,95,92
65,83,87
65,83,87
31,15,26
47,14,77
98,79,98
45,69,62
78,29,16
12,50,60
69,31,43
66,95,49
67,69,60
92,89,54
97,34,39
21,70,88
11,79,57
77,95,73
73,41,63
17,55,39
32,58,30
43,33,52
89,95,97
97,34,39
43,73,76
90,58,13
59,28,27
17,48,32
82,26,64
30,60,91
73,43,47
28,62,11
10,33,28
18,76,60
61,86,85
23,41,13
81,81,31
35,13,83
12,50,60
45,69,62
71,62,76
98,53,57
20,79,54
13,34,90
14,86,16
36,73,44
35,89,66
83,78,69
25,41,13
85,44,17
75,19,83
25,70,34
33,68,42
99,45,46
55,90,27
51,13,90
26,41,32
22,42,56
67,79,89
84,14,77
79,26,87
92,61,44
36,29,80
47,14,77
47,44,61
92,33,27
56,50,48
15,83,63
92,61,44
33,77,52
54,56,65
54,56,65
11,48,76
89,95,97
23,41,13
45,65,80
45,22,58
47,51,54
35,15,64
13,34,90
10,16,79
26,29,60
67,69,60
25,41,93
76,45,57
98,53,57
26,96,71
43,90,59
13,46,88
92,89,32
11,79,57
87,92,79
19,54,92
77,42,72
35,15,64
61,33,64
36,73,44
65,90,99
69,31,43
17,55,39
25,70,34
38,48,63
87,47,38
12,50,60
17,55,39
90,83,78
64,57,39
42,44,46
48,83,42
44,85,93
90,27,81
21,70,88
20,72,52
26,41,32
20,79,54
65,90,99
74,57,72
47,44,61
79,82,21
64,27,14
64,27,14
64,57,39
23,41,13
85,17,46
17,55,39
10,16,79
17,55,39
46,58,42
11,79,57
26,29,60
11,79,57
82,14,86
78,29,16
96,97,98
51,55,98
85,44,17
35,29,31
22,29,50
11,79,57
98,38,50
48,83,42
45,69,62
18,70,88
17,55,39
81,99,10
96,58,21
54,95,92
81,99,10
73,43,47
15,56,35
43,90,59
38,48,63
47,57,46
65,83,87
90,65,13
63,92,13
20,79,54
10,28,26
92,61,44
83,25,96
66,55,45
59,28,27
44,60,58
47,14,77
68,58,64
11,79,57
65,83,87
96,90,79
17,48,32
99,45,46
54,56,65
46,58,42
34,26,70
81,81,31
84,17,74
75,21,30
85,44,17
82,14,86
47,44,61
49,30,68
97,34,39
11,79,57
65,83,87
25,70,34
42,44,46
68,30,76
47,44,61
81,99,10
61,46,25
81,99,10
49,29,81
64,57,39
51,11,65
25,84,17
64,24,81
15,83,63
44,60,58
46,87,40
71,27,30
10,49,20
54,56,65
35,15,64
32,58,30
66,55,45
65,98,72
68,70,50
59,28,27
25,67,72
14,86,16
54,65,84
22,29,50
73,43,47
65,83,87
25,41,13
83,25,96
92,33,27
47,44,61
75,69,38
49,29,58
25,41,93
91,46,17
38,48,63
34,56,40
46,87,40
24,26,68
25,67,72
25,41,93
71,62,76
22,25,63
98,53,57
48,83,42
54,56,65
79,82,21
96,87,61
25,67,72
86,62,61
54,95,92
78,29,16
83,78,69
10,49,20
19,74,61
82,14,86
89,95,97
73,21,16
65,83,87
61,33,64
35,15,64
12,50,60
25,67,72
30,60,91
14,93,85
60,30,35
65,98,72
44,85,93
96,58,21
47,44,61
63,92,13
63,92,13
25,67,72
14,77,82
67,44,49
68,30,76
21,70,88
32,49,35
54,95,92
33,42,68
49,29,81
16,41,49
96,87,61
24,73,11
20,72,52
47,44,61
90,46,71
98,38,50
84,14,77
41,99,75
51,70,95
51,84,91
63,35,77
61,33,64
65,83,87
17,55,39
10,16,79
32,58,30
15,83,63
65,68,24
26,96,71
13,46,88
46,58,42
18,76,60
92,61,44
63,35,77
42,72,10
54,95,92
32,58,30
19,65,15
58,88,54
25,41,93
48,83,42
90,16,96
73,14,99
86,84,55
10,16,79
76,45,57
96,97,98
90,27,81
95,97,63
52,24,34
51,55,98
26,29,60
48,15,51
95,97,63
64,24,81
29,49,20
65,83,87
77,95,73
10,27,34
90,27,81
28,62,11
32,68,83
98,53,57
97,34,39
11,79,57
77,95,73
66,95,49
87,92,79
96,97,98
24,26,68
98,53,57
67,79,89
99,45,10
99,45,10
66,55,45
98,53,57
33,77,52
14,77,82
18,76,71
99,77,84
10,16,79
84,14,77
37,89,46
15,56,35
15,35,24
92,61,44
13,46,88
66,55,45
46,35,16
11,79,57
37,27,28
15,35,24
27,43,56
66,55,45
25,67,72
56,27,63
96,97,98
11,79,57
70,76,62
47,44,61
10,16,79
61,86,85
98,38,50
61,33,64
86,84,55
56,27,63
32,58,30
82,14,86
46,87,40
24,73,11
68,90,65
15,56,35
60,30,35
11,79,57
26,41,32
46,58,42
66,55,45
36,73,44
35,29,31
36,73,44
48,83,42
57,79,16
33,17,79
34,56,40
98,90,99
96,97,98
90,46,71
19,35,23
84,82,71
90,46,71
98,53,57
65,83,87
65,98,72
86,17,97
48,83,42
97,34,39
72,72,10
44,60,58
81,81,31
12,50,60
47,57,46
21,70,88
27,43,56
70,26,62
78,29,16
30,65,95
35,15,64
59,28,27
97,34,39
12,45,33
92,89,32
54,56,65
34,26,70
78,29,16
36,73,44
36,56,70
84,82,71
56,50,48
12,45,33
46,58,42
42,44,46
84,82,71
92,61,44
47,57,46
12,50,60
44,60,58
64,24,81
12,50,60
96,90,79
36,29,80
73,41,63
72,36,84
84,14,77
22,66,89
